,page.status_code,ID,Name,Price,Release_Date,Standing screen display size,Screen Resolution,Max Screen Resolution,Processor,RAM,Memory Speed,Hard Drive,Graphics Coprocessor,Chipset Brand,Card Description,Wireless Type,Number of USB 3.0 Ports,Average Battery Life (in hours),Brand,Series,Item model number,Hardware Platform,Operating System,Item Weight,Product Dimensions,Item Dimensions LxWxH,Color,Processor Brand,Number of Processors,Computer Memory Type,Flash Memory Size,Hard Drive Interface,Optical Drive Type,Power Source,Batteries,200,B0B1L638D3,"HP Pavilion Laptop (2022 Model), 17.3"" FHD IPS Display, Intel Core i3-1115G4 Processor, 16GB RAM, 256GB PCIe SSD, 1TB HDD, Anti-Glare Screen, Long Battery Life, Webcam, HDMI, Bluetooth, Wi-Fi, Win 11",$589.00,"May 17, 2022",17.3 Inches,Unnamed: 6,1920 x 1080 Pixels,4.1 GHz core_i3,16 GB DDR4,2666 MHz,256 GB SSD,Intel UHD Graphics,Intel,Integrated,"Bluetooth, 802.11a/b/g/n/ac",Unnamed: 16,Unnamed: 17,HP,Pavilion,Pavilion.1,PC,Windows 11,6.89 pounds,Unnamed: 24,Unnamed: 25,Natural Silver,Intel.1,2,DDR4 SDRAM,256 GB,PCIE x 4,Unnamed: 32,Unnamed: 33,Unnamed: 34
6295,200.0,B07M8JD21Z,"HP 255 G7 15.6"" LCD Notebook - AMD (7th Gen) A6-9225 Dual-core (2 Core) 2.60 GHz - 8 GB DDR4 SDRAM - 256 GB SSD - Windows 10 Pro 64-bit (English) - 1366 x 768 - AMD Radeon R4 Graphics DDR4 SDRAM",$199.99,"January 6, 2019",15.6 Inches,1366 x 768,1366 x 768 Pixels,8032,8 GB DDR4,2.6 GHz,SSD,AMD Radeon R4,Intel,"Integrated, Dedicated",Bluetooth,,10.5 Hours,HP,5YK66UT#ABA,5YK66UT#ABA,,Windows 10 Pro,3.9 pounds,2.7 x 12 x 19.1 inches,,,AMD,1.0,DDR4 SDRAM,256 GB,USB 2.0/3.0,,Corded Electric,1 12V batteries required.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6296,200.0,B08M6L77ZB,"HP 13.3"" EliteBook x360 830 G7 Multi-Touch 2-in-1 Laptop, Intel Core i7-10510U Quad-Core, 16GB DDR4 RAM, 512GB SSD, Windows 10 Pro (1D0E6UT#ABA)",,"October 29, 2020",13.3 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,1.8 GHz core_i7,16 GB DDR4,1.8 GHz,512 GB SSD,Intel UHD Graphics,Intel,Integrated,"Infrared, 802.11ax",,,HP,EliteBook x360 830 G7,1D0E6UT#ABA,PC,Windows 10 Pro,4.64 pounds,12.74 x 8.45 x 0.7 inches,,,Intel,1.0,DDR4 SDRAM,512 GB,Serial ATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6297,200.0,B07SSWNCCH,"2019 HP 17.3"" Notebook Laptop, Silver, Intel i7-8550U Processor, 20GB Memory: 16GB Intel Optane + 4GB RAM, 1TB SSD Solid State Disk, Manufacturing Warranty, Bluetooth HDMI",,"June 11, 2019",17.3 Inches,1600x900,,4 GHz core_i7_8700,20 GB SO-DIMM,2.4 GHz,1 TB SSD,,Intel,Integrated,Bluetooth,,11 Hours,HP,Pavilion,Pavilion 17,PC,Windows 10,5.5 pounds,16.3 x 10.7 x 0.96 inches,,Silver,Intel,4.0,SODIMM,1 TB,Serial ATA,,Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6298,200.0,B0BNQ9P1GQ,"Dell Alienware m15 R7 Gaming Laptop (2022) | 15.6"" FHD | Core i7 - 1TB SSD - 32GB RAM - RTX 3060 | 14 Cores @ 4.7 GHz - 12th Gen CPU - 12GB GDDR6 Win 11 Home (Renewed)","$1,821.99","December 1, 2022",15.6 Inches,,1920x1080 MP,3.5 GHz core_i7,32 GB DDR5,,1000 GB SSD,NVIDIA GeForce RTX 3060,NVIDIA,Dedicated,Bluetooth,,,Dell,Alienware m15 R7 Laptop,Alienware m15 R7 Laptop,PC,Windows 11 Home,8 pounds,,,Dark Side of the Moon,Intel,14.0,DDR4 SDRAM,,Solid State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6299,200.0,B09VYHX1XN,"HP Spectre x360 2-in-1 16"" 3K+(3072 x 1920) Touch-Screen Laptop,Evo Core i7-11390H, Intel Iris Xe Graphics, Thunderbolt 4, Wi-Fi 6,w Pen, Protective Sleeve (16"" 3K+ | 16GB RAM | 1TB PCIe SSD)","$1,329.99","February 13, 2022",16 Inches,,3072 x 1920 Pixels,3200 MHz core_i7,16 GB DDR4,,512 GB SSD,Intel Iris Xe Graphics,Intel,Integrated,,,,HP,16-f0013dx,HP-16,PC,Windows 11 Home,4.45 pounds,14.09 x 9.6 x 0.78 inches,,Nocturne Blue,Intel,4.0,DDR4 SDRAM,512 GB,Solid State,,,1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6302,200.0,B09NQ4FZB6,"HP Spectre x360 Home & Business 2-in-1 Laptop (Intel i7-1165G7 4-Core, 16GB RAM, 1TB PCIe SSD, Intel Iris Xe, 15.6"" Touch 4K Ultra HD (3840x2160), Active Pen, Fingerprint, Win 11 Home) (Renewed)",,"December 16, 2021",15.6 Inches,3840 x 2160 pixels,3840 x 2160 Pixels,2.8 GHz core_i7,16 GB SO-DIMM,2.8 GHz,1 TB SSD,Intel Iris Xe Graphics,Intel,Integrated,Bluetooth,,,HP,Spectre x360,,PC,Windows 11 Home,4.5 pounds,9.2 x 14.2 x 0.75 inches,,,Intel,4.0,DDR4 SDRAM,,Thunderbolt,,Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6304,200.0,B07FXQ56C5,"Lenovo ThinkPad T480s Windows 10 Pro Laptop - Intel Core i7-8650U, 16GB RAM, 500GB SSD, 14"" IPS FHD (1920x1080) Matte Display, Fingerprint Reader, Black Color","$1,599.00","July 26, 2018",14 Inches,,,4.2 GHz core_i7_8650u,16 GB DDR4,2400 MHz,500 GB SSD,Intel UHD Graphics 620,Intel,Integrated,Bluetooth,,,Lenovo,Lenovo Thinkpad,ThinkPad T480s,PC,Windows 10 Pro,2.9 pounds,13.03 x 8.93 x 0.73 inches,,Black,Intel,4.0,SDRAM,500 GB,Solid State,,"Corded Electric, Battery Powered",1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6305,200.0,B09JHJ4JJ5,"Lenovo ThinkPad X13 Gen 2 20XH005BUS 13.3"" Touchscreen Notebook - WUXGA - 1920 x 1200 - AMD Ryzen 7 PRO 5850U Octa-core (8 Core) 1.90 GHz - 16 GB RAM - 512 GB SSD - Storm Gray","$1,199.99","October 14, 2021",13.3 Inches,1920 x 1200 pixels,1920 x 1200 Pixels,1.9 GHz amd_ryzen_7,16 GB LPDDR4X,,512 GB SSD,AMD Radeon Graphics,AMD,Radeon Graphics,"Bluetooth, 802.11ax",,,Lenovo,ThinkPad X13 Gen 2,20XH005BUS,PC,Windows 10 Pro,3.04 pounds,8.6 x 12 x 0.71 inches,,Storm Gray,AMD,1.0,DDR4 SDRAM,512,,No,Battery Powered,1 Lithium Ion batteries required.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6306,200.0,B01I21ZL1G,"Dell X2CGN Latitude E7470 14"" Laptop (Intel Core i5-6300U, 8GB 2133 MHz DDR4 RAM, 256GB SSD, Windows 10 Pro, Black",$175.00,"July 6, 2016",14 Inches,,1366x768 Pixels,2.4 GHz core_i5,8 GB,2133 MHz,SSD,,Intel,Integrated,802.11ac,3.0,,Dell,Dell Latitude,X2CGN,PC,Windows 10,5.65 pounds,3.9 x 18.6 x 11.6 inches,,Black,Intel,1.0,DDR4 SDRAM,256,USB,,Battery Powered,1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6307,200.0,B09XD25XM4,"2022 Newest Lenovo Legion 5 pro Gaming Laptop, 16"" 165Hz QHD IPS Display, AMD Ryzen 7 5800H (8 Core) 3.20 GHz, NVIDIA GeForce RTX 3060 6GB GDDR6, Windows 11H, Storm Gray (64GB RAM | 2TB NVMe, RTX3060)","$2,499.00","April 7, 2022",16 Inches,,2560x1600 Pixels,3.2 GHz amd_ryzen_7_5800h,64 GB DDR4,3.2 GHz,1 TB SSD,NVIDIA GeForce RTX 3060,NVIDIA,Dedicated,"Bluetooth, 802.11b",,4 Hours,Lenovo,Lenovo Legion,Lenovo Legion 5 pro,PC,Windows,5.4 pounds,,,,AMD,8.0,DDR4 SDRAM,64 GB,PCIE x 8,,Battery Powered,1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6308,200.0,B09XVP5YVY,"HP Chromebook 14a-nd0097nr 14"" AMD 3015Ce Chrome OS 8 GB Memory; 64 GB eMMC Storage Mineral Silver (Renewed)",$199.00,"April 13, 2022",14 Inches,,,1600 MHz amd_c_series,8 GB DIMM,,SSD,AMD Radeon R5,AMD,Integrated,,2.0,,HP,AMD 3015Ce,14a-nd0097nr,,Chrome OS,4.5 pounds,,,,AMD,2.0,,64 GB,,DVD,,1 Lithium Polymer batteries required.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6309,200.0,B0B7ZX2CHZ,"HP Spectre x360 2-in-1 Laptop, 16"" 3K+ (3072 x 1920) Touchscreen, 12th Gen Intel Core i7-12700H 14-Core Processor, 16GB RAM, 1TB SSD, Backlit Keyboard, Windows 11 Home, MPP 2.0 Tilt Pen Included","$1,342.15","July 28, 2022",16 Inches,,3072 x 1920 Pixels,3.5 GHz core_i7_family,16 GB DDR4,,1 TB SSD,Intel Iris Xe Graphics,Intel,Integrated,Bluetooth,3.0,,HP,Spectre,X360,PC,Windows 11 Home,4.45 pounds,14.09 x 9.66 x 0.78 inches,,Blue,Intel,14.0,DDR4 SDRAM,1 TB,PCIE x 4,,AC & Battery,1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6310,200.0,B095MCQHKZ,Dell Precision 3541 Laptop 15.6 - Intel Core i7 9th Gen - i7-9850H - Six Core 4.6Ghz - 512GB SSD - 32GB RAM - Nvidia Quadro P620 2GB - 1920x1080 FHD - Windows 10 Pro (Renewed),$895.00,"May 22, 2021",15.6 Inches,,1920 x 1080 Pixels,2.6 GHz core_i7,32 GB,4.6 GHz,SSD,NVIDIA,NVIDIA,Nvidia Quadro P620 2GB,Bluetooth,,,Dell,Dell Precision,,PC,Windows 10 Pro,7.28 pounds,,,,Intel,6.0,DDR4 SDRAM,,,,,1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6311,200.0,B08ZDPPKNW,Dell Latitude 5520 I7/3.0 16GB 256GB W10P,$899.99,"March 18, 2021",15.6 Inches,,1920 x 1080 Pixels,core_i7,16 GB DDR4,,256 GB SSD,Integrated,Intel,Integrated,,,,Dell,Latitude 5520,VN1TJ,PC,Windows 10 Pro,5.9 pounds,,,,Intel,1.0,DDR4 SDRAM,,Solid State,No Optical Drive,,1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6313,200.0,B09Y9JVFNN,"HP 17.3'' HD+ Business Laptop, 11th Intel Core i3-1115G4 (Beats i5-1035G7), 8GB DDR4 RAM, 256GB PCIE SSD, Fast Charge, Woov HDMI, Windows 11 Home S Mode, Silver, 8GB|256GB SSD",$525.99,"October 8, 2021",17.3 Inches,,,core_i3_1115g4,8 GB DDR4,4.1 GHz,,,,,"Bluetooth, 802.11ac",,"8.0, 5.0 Hours",HP,,HP,,Windows 11 Home,6.59 pounds,16.33 x 10.72 x 0.96 inches,,,,2.0,DDR4 SDRAM,256 GB,,,"Corded Electric, Battery Powered",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6315,200.0,B09PHY2H48,"HP 2022 Newest Envy 17t High Performance Laptop, 17.3"" Full HD Touchscreen, 11th Gen Intel Core i7-1165G7 Processor, 32GB RAM, 512GB SSD, Wi-Fi 6, Backlit Keyboard, Fingerprint Reader, Windows 11 Pro",,"December 31, 2021",17.3 Inches,,,,32 GB DDR4,2.8 GHz,Solid State Hard Drive,,Intel,Integrated,Bluetooth,,,HP,HP Envy,Envy,,Windows 11 Pro,5.6 pounds,22 x 3 x 14 inches,,Natural Silver,Intel,4.0,DDR4 SDRAM,512 GB,,,,1 Lithium Ion batteries required.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6316,200.0,B07TSB5SSQ,"ASUS VivoBook 15.6"" FHD Anti-Glare Laptop, Intel Quad Core A12-9720P 2.7GHz up to 3.6GHz, 4GB DDR4, 128GB SSD, AMD Radeon R7, USB Type-C, Bluetooth, Fingerprint Reader, Webcam, WiFi, HDMI, Windows 10",,"July 3, 2019",15.6 Inches,,,,4 GB,3.6 GHz,128 GB SSD,AMD Radeon R7,AMD,"Integrated, Dedicated",802.11ac,,,ASUS,,F510QA,,Windows 10,3.7 pounds,14.8 x 10.1 x 0.8 inches,,,,4.0,DDR4 SDRAM,128 GB,,,,1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6317,200.0,B0B9YFJV61,Dell XPS 17 9720 Laptop17.0-inch UHD Touchscreen Display - Intel Core i9-12900HK - 16GB Memory - 1TB SSD - GeForce RTX 3060 - Intel Killer Wi-Fi 6 - Windows 11 Pro - Platinum Silver - New,"$2,498.91","August 17, 2022",17 Inches,,,5 GHz core_i9,16 GB DDR5,,SSD,NVIDIA GeForce RTX 3060,NVIDIA,Integrated,"Bluetooth, 5 GHz Radio Frequency",1.0,,Dell,XPS 17 9720,,,Windows 11,10.52 pounds,29 x 29 x 29 inches,,,Intel,14.0,,1 TB,,,,1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6318,200.0,B09DD7BMQW,"HP Laptop, 14In HD Touchscreen, AMD Athlon Processor, Webcam, HDMI, Wi-fi, Long Battery Life, Online Conferencing, Win 10 (Renewed), Premium, Natural Silver, 8GB RAM 128GB SSD",$309.99,"August 23, 2021",14 Inches,,1366 x 768 Pixels,3.2 GHz athlon,8 GB DDR4,3.2 GHz,128 GB SSD,AMD Radeon Graphics,AMD,Integrated,"Bluetooth, 802.11a",,,HP,Dell Precision,,PC,Windows 10,3.24 pounds,12.76 x 8.86 x 0.71 inches,,Natural Silver,AMD,2.0,DDR4 SDRAM,,Solid State,,Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6319,200.0,B0BBMNYVVC,"Lenovo IdeaPad Flex 5 5i 15.6"" FHD 2-in-1 Touchscreen (Intel 4-Core i7-1165G7, 16GB RAM, 512GB PCIe SSD, Webcam, Active Stylus), Full HD IPS Convertible Laptop, Fingerprint, Backlit, Windows 11 Home",$849.98,"August 21, 2022",15.6 Inches,1920 x 1080 pixels,1920x1080 Pixels,2.8 GHz core_i7,16 GB DDR4,3200 MHz,512 GB SSD,Intel Iris Xe Graphics,Intel,Integrated,"Bluetooth, 802.11ax",2.0,,Lenovo,IdeaPad Flex 5,,PC,Windows 11 Home,5.79 pounds,14.1 x 9.4 x 0.82 inches,,Graphite Gray,Intel,4.0,DDR4 SDRAM,,Solid State,No Optical Drive,,1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6321,200.0,B009AEVMH2,ASUS S56 15-Inch Laptop [OLD VERSION],$299.00,"September 13, 2012",15 Inches,1366_x_768,1366x768,1.7 GHz core_i5,6 GB DDR3,1600 MHz,750 GB SSD,Intel HD Graphics 4000,Intel,Integrated,802.11bgn,1.0,,ASUS,S56CA,S56CA-DH51,PC,Windows 8,5.1 pounds,14.9 x 10.5 x 0.83 inches,,Black,Intel,2.0,SODIMM,24,Serial ATA,DL DVDRW/CD-RW,,1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6322,200.0,B09X3G879M,"Lenovo Flex 5 13.3"" FHD 2-in-1 Touchscreen Chromebook, 10th Gen Intel i3-10110U, 8GB DDR4 RAM, 128GB SSD, WiFi, Bluetooth, Backlit Keyboard, Chrome OS, SAM (Renewed)",$329.00,"April 2, 2022",13.3 Inches,,1920 x 1080 Pixels,2.1 GHz core_i3_10110u,8 GB DDR4,,128 GB SSD,Intel,Intel,Integrated,"Bluetooth, 802.11a",,10 Hours,Lenovo,13.3-FHD,,PC,Chrome OS,4.9 pounds,,,,Intel,2.0,DDR4 SDRAM,8 GB,Solid State,,Battery Powered,1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6323,200.0,B0BMRZYS9R,"Dell Inspiron 16 5625 16"" FHD+ Touchscreen Laptop Computer - AMD Ryzen 7 5825U 8-Core up to 4.50 GHz Processor, 16GB DDR4 RAM, 256GB PCIe NVMe SSD, AMD Radeon Graphics, Windows 11 Pro","$1,019.99","November 4, 2022",16 Inches,1920 x 1200 pixels,1920x1200 Pixels,2 GHz amd_ryzen_7,16 GB DDR4,3200 MHz,256 GB SSD,AMD Radeon Graphics,AMD,Integrated,"Bluetooth, 802.11ax",3.0,,Dell,Dell Inspiron 16 5625,,,Windows 11 Pro,4.12 pounds,14.05 x 0.72 x 9.92 inches,,Silver,AMD,8.0,,,Solid State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6324,200.0,B08V8MJFGH,"2021 Dell Inspiron 15 3593 15.6” HD Touchscreen Laptop, Intel Core i7-1065G7 Processor, 12GB Memory, 512GB SSD, Intel Iris Plus Graphics, HDMI, Windows 10 S, Black, W/ IFT Accessories",,"January 28, 2021",15.6 Inches,1360x768,1366 x 768 Pixels,1.3 GHz core_i7_1065g7,8 GB DDR4,,512 GB SSD,Intel Iris Plus,Intel,Integrated,802.11a/g/n/ac,2.0,,Dell,Dell Inspiron,i3593-15-i7,PC,Windows 10 S,6.19 pounds,14.5 x 10 x 1 inches,,,Intel,4.0,DDR4 SDRAM,512 GB,Solid State,No Optical Drive,AC & Battery,1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6325,200.0,B09ST8FKQW,"Dell Inspiron 13 5310, 13.3 inch QHD+ Non-Touch Laptop - Intel Core i5-11320H, 8GB LPDDR4x RAM, 512GB SSD, Intel Iris Xe Graphics, Windows 11 Home - Platinum Silver (Latest Model) (Renewed)",,"February 18, 2022",13.3 Inches,,2560 x 1600 Pixels,4.5 GHz core_i5_family,8 GB LPDDR4X,4267 MHz,512 GB SSD,Intel Iris Xe Graphics,Intel,Integrated,Bluetooth,,,Dell,Inspiron 13 5310,AQ-laptop-114,,Windows 11,2.78 pounds,8.27 x 11.68 x 0.63 inches,,Windows 11,Intel,4.0,,512,Solid State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6327,200.0,B0834H1XDW,"HP Stream 14-inch Laptop, AMD Dual-Core A4-9120E Processor, 4 GB SDRAM, 64 GB eMMC, Windows 10 Home in S Mode (14-ds0050nr, Royal Blue) (Renewed)",$189.99,"December 25, 2019",14 Inches,,1280 x 800 Pixels,2.2 GHz amd_a4,4 GB DDR4,2.2 GHz,64 GB Embedded MultiMediaCard,AMD Radeon R5,AMD,Integrated,802.11bgn,,"7.0, 8.0 Hours",HP,HP Stream Laptop 14-ds0050nr,,,Windows 10 Home,2.87 pounds,13.27 x 8.9 x 0.7 inches,,Blue,AMD,2.0,SDRAM,64,Serial ATA,,Battery Powered,1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6328,200.0,B00VKL0I96,"Dell Latitude E6420 14.1-Inch Laptop (Intel Core i5 2.5GHz with 3.2G Turbo Frequency, 4G RAM, 128G SSD, Windows 10 Professional 64-bit) (Renewed)",$148.59,"April 2, 2015",14.1 Inches,,,2.5 GHz core_i5,4 GB DDR3,2.5 GHz,128 GB SSD,Intel HD Graphics 3000,Intel,Integrated,802.11bgn,,1 Hours,Dell,Dell Latitude,NB-DL-LATITUDE_E6430-NB-i5-2.6-4-128SSD-,PC,Windows 10;,5 pounds,13.9 x 9.5 x 1.3 inches,,Black/silver,Intel,2.0,DDR3 SDRAM,128 GB,,,,1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6330,200.0,B09ZKB4BVY,"Dell XPS 17 9710 Laptop (2021) | 17'' 4K Touch | Core i7 - 1TB SSD - 32GB RAM - RTX 3050 | 8 Cores @ 4.6 GHz - 11th Gen CPU, Platinum Silver, Win 11 Pro","$2,495.98","September 27, 2021",17 Inches,,3840x2400 MP,2.3 GHz core_i7,32 GB DDR4,4.6 GHz,1000 GB SSD,NVIDIA GeForce RTX 3050,NVIDIA,Integrated,Bluetooth,,,Dell,XPS 9710 Laptop,XPS 9710 Laptop,PC,Windows 11 Pro,4.87 pounds,9.76 x 14.74 x 0.75 inches,,Platinum Silver,Intel,8.0,DDR4 SDRAM,1 TB,Solid State,,Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6331,200.0,B0B98VQFTR,"ASUS ROG Zephyrus Duo 16 Gaming Laptop, 16” 165Hz ROG Nebula HDR QHD 16:10 Display, NVIDIA GeForce RTX 3080 Ti, AMD Ryzen 9 6900HX, 32GB DDR5, 2TB SSD, Windows 11 Pro, GX650RX-XS97 (Renewed)",,"August 10, 2022",16 Inches,,2560x1600 Pixels,4.9 GHz ryzen_9,32 GB DDR5,4800 MHz,2 TB SSD,NVIDIA GeForce RTX 3080,NVIDIA,RTX 3080 Ti,Bluetooth,,,ASUS,ASUS ROG Zephyrus Duo 16,,,Windows 11 Pro,5.73 pounds,13.98 x 10.47 x 0.81 inches,,Black,AMD,8.0,,2 TB,USB-C,,Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6333,200.0,B09CRMSHD9,"Dell Latitude 5420 Laptop - 14"" FHD AG Display - 3.0 GHz Intel Core i7 - 1185G7 4-Core (11th Gen) - 512GB SSD - 32GB - Windows 10 pro","$1,550.00","August 16, 2021",14 Inches,,1920 x 1080 Pixels,3 GHz core_i7_family,16 GB DDR4,3 GHz,512 GB SSD,Intel Iris Xe Graphics,Intel,Integrated,Bluetooth,,,Dell,Latitude 5420,5420,PC,Windows 10 Pro,5.3 pounds,,,,Intel,4.0,DDR4 SDRAM,512 GB,ESATA,,Battery Powered,1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6334,200.0,B08RWJXXNY,"HP Laptop 14 inch HD Screen, Intel Celeron N4020 Processor, 4GB DDR4 Memory, 64GB eMMC, Webcam Bluetooth,1-Year Microsoft 365, Online Class/Online Meeting, Windows 10 Home S, iMei 64GB Micro SD Card",$218.39,"January 2, 2021",14 Inches,,,1.1 GHz,4 GB DDR4,2.8 GHz,64 MB,,Intel,Integrated,Bluetooth,,,HP,11-ak0035nr,11-ak0035nr,PC,Windows 10 S,3.96 pounds,9 x 0.07 x 1 inches,,,Intel,2.0,DDR4 SDRAM,64 GB,,,,1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6335,200.0,B092MY5YTB,"2021 Newest Dell Inspiron 3000 Laptop, 15.6 FHD Touch Display, Intel Core i5-1035G1, 16GB DDR4 RAM, 1TB Hard Disk Drive, Online Meeting Ready, Webcam, WiFi, HDMI, Bluetooth, Windows 10 Home, Black",,"April 15, 2021",15.6 Inches,,1920 x 1080 Pixels,1 GHz core_i5_1035g1,16 GB DDR4,3.6 GHz,1 TB HDD,Intel UHD Graphics,Intel,Integrated,Bluetooth,,,Dell,Dell Inspiron,i3000,PC,Windows 10,3.93 pounds,14.33 x 9.8 x 0.78 inches,,Black,Intel,4.0,DDR4 SDRAM,16 GB,Serial ATA,,Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6336,200.0,B07SWRFPWT,"Dell Latitude 7200 12.3"" 2in1 Notebook Intel i5-8365U - 8GB - 256GB",$235.99,"June 7, 2019",12.3 Inches,,1920 x 1080 Pixels,1.6 GHz core_i5_family,8 GB DDR4,1.6 GHz,256 GB SSD,Intel UHD Graphics 620,Intel,Integrated,"Bluetooth, 802.11ac",,,Dell,7200,7200,PC,Windows 10,3.66 pounds,,,Silver,Intel,1.0,DDR4 SDRAM,256 GB,Serial ATA,No Optical Drive,,1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6338,200.0,B0B6BF9YDJ,"Lenovo ThinkPad T14 Laptop, 14.0"" FHD IPS Display, Ryzen 5 Pro 4650U up to 4.0GHz, AMD Radeon Graphics, 16GB RAM, 1TB PCIe SSD, Fingerprint, Win 10 Pro, Black, with MTC Stylus Pen (Renewed)",,"July 12, 2022",14 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,4 GHz ryzen_5,16 GB DDR4,4 GHz,1 TB SSD,AMD Radeon Graphics,AMD,Integrated,802.11ax,,,Lenovo,Lenovo Thinkpad,,PC,Windows 11 Pro,3.23 pounds,12.95 x 8.94 x 0.7 inches,,Black,AMD,6.0,DDR4 SDRAM,,PCIE x 8,,AC & Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6339,200.0,B089KRR72J,"Lenovo ThinkPad L14 Gen1 20U10028US 14"" Notebook - Full HD - 1920 x 1080 - Intel Core i5 (10th Gen) i5-10210U Quad-core (4 Core) 1.60 GHz - 8 GB RAM - 256 GB SSD - Black",$799.99,"June 2, 2020",14 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,1.6 GHz core_i5_family,8 GB DDR4,1.6 GHz,256 GB SSD,Intel UHD Graphics,Intel,UHD Graphics,"802.11a/b/g/n/ac, Bluetooth",2.0,,Lenovo,ThinkPad L14 Gen1,20U10028US,PC,Windows 10 Pro,3.81 pounds,13 x 9.3 x 0.79 inches,,Black,Intel,1.0,DDR4 SDRAM,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6342,200.0,B09W7PFFW8,"Dell 27-inch USB-C Monitor - Full HD (1920 x 1080 Display, 75Hz Refresh Rate, 4MS Grey-to-Grey Response Time (Extreme Mode), Dual 3W Built-in Speakers, HDMI, IPS, AMD FreeSync, Silver - S2723HC",,"‎March 22, 2022",27 Inches,1920 x 1080 pixels,1920 x 1080,,,,,,,,,2.0,,Dell,Dell 27 USB-C Monitor - S2723HC,S2723HC,,,10.25 pounds,6.88 x 24.01 x 20.04 inches,,Platinum Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6345,200.0,B07X5VDDF3,"2019 Dell G7 15.6"" FHD Gaming Laptop Computer, 9th Gen Intel Hexa-Core i7-9750H up to 4.5GHz, 16GB DDR4 RAM, 1TB HDD + 1TB PCIe SSD, GeForce GTX 1660 Ti 6GB, 802.11AC WiFi, Bluetooth 5.0, Windows 10","$2,399.00","August 28, 2019",15.6 Inches,1920 x 1080 pixels,1920x1080,2.6 GHz core_i7,16 GB DDR4,2666 MHz,1 TB HDD,NVIDIA GeForce GTX 1660Ti,NVIDIA,Dedicated,Bluetooth,,,Dell,G5 15 Gaming,G5 15 Gaming,PC,Windows 10,5.5 pounds,14.37 x 10.8 x 0.78 inches,,,Intel,6.0,DDR4 SDRAM,1 TB,Serial ATA,,Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
